tender_id,category,region,procurement_method,bid_count,median_bid_ratio,mad,relative_spread,coefficient_of_variation,minimum_bid_ratio,maximum_bid_ratio,peer_median,peer_mad,peer_count,robust_z,tightness_percentile,price_evidence,tightness_score
T02234,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,3,0.97437,0.03248,0.07947,0.03272,0.92942,1.00685,0.1053,0.03636,59,0.47915556428164074,0.2711864406779661,0.5002280033064046,12.583364791745312
T00176,BUILDING_CONSTRUCTION,KA-CENTRAL,LIMITED,3,0.99831,0.05158,0.10855,0.04426,0.94673,1.0551,0.07799500000000001,0.01844500000000001,8,-1.117325299854017,0.75,0.5,9.212344541685859
T00575,ROAD_CONSTRUCTION,KA-CENTRAL,TWO_STAGE,3,1.06198,0.00895,0.09398,0.04357,0.97113,1.07093,0.08646999999999999,0.011260000000000006,16,-0.44986017794575744,0.75,0.5,10.640561821664184
T00651,LAB_EQUIPMENT,KA-BENGALURU,LIMITED,3,1.04237,0.02777,0.07848,0.03286,0.98833,1.07014,0.07583999999999999,0.007950000000000006,4,-0.2239818371092091,0.75,0.5,12.742099898063202
T00863,ELECTRICAL_EQUIPMENT,AP-SOUTH,LIMITED,3,1.03405,0.02551,0.10478,0.04557,0.95121,1.05957,0.104085,0.011635,4,-0.04028973595498363,0.75,0.5,9.543806069860661
T01293,FURNITURE,KA-SOUTH,LIMITED,3,0.96837,0.02633,0.10401,0.04332,0.94204,1.04275,0.10322,0.004300000000000012,4,-0.1239180697643042,0.75,0.5,9.614460148062685
T02071,CIVIL_MAINTENANCE,KA-CENTRAL,TWO_STAGE,3,1.00037,0.01896,0.05224,0.02149,0.98141,1.03368,0.04635,0.009095000000000002,4,-0.4368060003647217,0.75,0.5,19.142419601837673
T00154,ROAD_CONSTRUCTION,KA-CENTRAL,LIMITED,4,1.02299,0.0193,0.08341,0.03375,1.00324,1.08857,0.07505,0.022630000000000008,6,-0.24917113341689476,0.6666666666666666,0.5,11.988970147464332
T00172,VEHICLE_SUPPLIES,KA-NORTH,TWO_STAGE,4,0.99776,0.00322,0.06095,0.02442,0.99152,1.05233,0.06095,0.0017799999999999969,3,0.0,0.6666666666666666,0.5,16.406890894175554
T00273,WATER_INFRASTRUCTURE,AP-SOUTH,OPEN,4,1.00913,0.04365,0.12086,0.04788,0.95285,1.07482,0.11100499999999999,0.018865,12,-0.3523512554806174,0.6666666666666666,0.5,8.274036074797287
T00624,VEHICLE_SUPPLIES,KA-BENGALURU,LIMITED,4,0.97237,0.0296,0.13124,0.05103,0.93737,1.06498,0.13124,0.03482000000000002,3,0.0,0.6666666666666666,0.5,7.619628162145688
T00764,MEDICAL_SUPPLIES,KA-NORTH,TWO_STAGE,4,0.94476,0.01025,0.09216,0.03661,0.93295,1.02002,0.09216,0.038770000000000006,3,0.0,0.6666666666666666,0.5,10.850694444444445
T00958,LAB_EQUIPMENT,KA-BENGALURU,TWO_STAGE,4,1.01382,0.01979,0.05717,0.02177,0.98391,1.04186,0.05717,0.028829999999999998,3,0.0,0.6666666666666666,0.5,17.491691446562882
T01121,BUILDING_CONSTRUCTION,KA-SOUTH,TWO_STAGE,4,1.01457,0.01512,0.08771,0.03264,0.95212,1.04111,0.086645,0.039285,6,-0.018285163773515883,0.6666666666666666,0.5,11.401208528103979
T01146,VEHICLE_SUPPLIES,KA-SOUTH,LIMITED,4,1.0191,0.02298,0.11411,0.04586,0.92965,1.04594,0.09557,0.02983,6,-0.4192108173213569,0.6666666666666666,0.5,8.763473841030585
T01254,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,4,0.96713,0.0195,0.11059,0.04178,0.94014,1.0471,0.10079,0.02248,42,-0.2940395659639958,0.6666666666666666,0.5,9.042408897730356
T01398,FURNITURE,KA-NORTH,TWO_STAGE,4,0.99779,0.01294,0.05421,0.01927,0.96811,1.0222,0.05421,0.015600000000000003,3,0.0,0.6666666666666666,0.5,18.446781036709094
T01526,ELECTRICAL_EQUIPMENT,KA-BENGALURU,TWO_STAGE,4,0.99779,0.03459,0.09196,0.03703,0.95367,1.04543,0.09196,0.02928,3,0.0,0.6666666666666666,0.5,10.874293170943888
T00152,IT_SERVICES,TN-NORTH,OPEN,5,0.95692,0.022,0.10735,0.03983,0.93492,1.03765,0.105455,0.021859999999999997,8,-0.05847026483111406,0.625,0.5,9.315323707498836
T00518,WATER_INFRASTRUCTURE,KA-SOUTH,LIMITED,5,1.01644,0.03496,0.10746,0.0394,0.98149,1.09072,0.09856999999999999,0.023669999999999997,8,-0.25332584924997625,0.625,0.5,9.305788200260562
T01378,WATER_INFRASTRUCTURE,KA-NORTH,LIMITED,5,0.96785,0.02703,0.11858,0.04034,0.91114,1.02592,0.10906,0.017939999999999998,8,-0.3579237475037451,0.625,0.5,8.433125316242199
T01487,WATER_INFRASTRUCTURE,KA-NORTH,TWO_STAGE,5,1.00889,0.02431,0.09927,0.03535,0.98458,1.08473,0.0905,0.02615,8,-0.22620588759501875,0.625,0.5,10.073536818777074
T00125,CIVIL_MAINTENANCE,KA-NORTH,TWO_STAGE,6,1.00897,0.01359,0.0809,0.02675,0.94655,1.02817,0.0809,0.026500000000000003,5,0.0,0.6,0.5,12.360939431396787
T00576,MEDICAL_SUPPLIES,KA-CENTRAL,TWO_STAGE,6,1.00092,0.01665,0.08537,0.02806,0.9725,1.05796,0.08537,0.008220000000000005,5,0.0,0.6,0.5,11.713716762328687
T00680,ROAD_CONSTRUCTION,KA-NORTH,TWO_STAGE,6,1.00378,0.01441,0.1323,0.04875,0.89283,1.02563,0.1323,0.0464,5,0.0,0.6,0.5,7.558578987150415
T00052,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,8,0.99205,0.01366,0.11661,0.03246,0.94546,1.06115,0.10822999999999999,0.01692000000000001,42,-0.3340562981332076,0.5714285714285714,0.5,8.575593859874797
T02112,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,8,1.01445,0.03458,0.10242,0.0373,0.94627,1.05017,0.098545,0.03149,14,-0.08299941863994312,0.5714285714285714,0.5,9.763718023823472
T00240,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,7,1.01386,0.01125,0.10615,0.03314,0.93399,1.04161,0.10953,0.024610000000000007,53,0.09263627659613557,0.49056603773584906,0.499887697998844,9.420631182289213
T00295,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,7,0.98649,0.02873,0.09467,0.03012,0.94539,1.03878,0.098545,0.03149,14,0.08299941863994283,0.5,0.49971378740566536,10.563008344776591
T01082,FURNITURE,KA-SOUTH,LIMITED,5,1.0273,0.03383,0.10243,0.03735,0.96981,1.07504,0.10322,0.004300000000000012,4,0.12391806976430637,0.5,0.49913445581144517,9.762764814995608
T02015,LAB_EQUIPMENT,KA-NORTH,OPEN,6,1.00242,0.01638,0.07166,0.02355,0.97119,1.04302,0.07648,0.018280000000000005,19,0.17784712585761442,0.42105263157894735,0.4990831311971348,13.954786491766676
T02215,VEHICLE_SUPPLIES,TN-NORTH,OPEN,8,1.00399,0.0304,0.08642,0.03166,0.95877,1.04553,0.08849499999999999,0.02012500000000001,12,0.06954376774727603,0.5,0.4983507967788665,11.571395510298542
T01783,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,7,1.02893,0.01722,0.11214,0.04167,0.93711,1.05249,0.09762,0.027480000000000004,43,-0.3563903139592491,0.5813953488372093,0.49833887043189373,8.917424647761726
T01944,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,5,1.03204,0.01848,0.10334,0.039,0.94388,1.05053,0.10953,0.024610000000000007,53,0.16965045921008223,0.4528301886792453,0.49798451831146207,9.676795045480937
T01885,FURNITURE,KA-BENGALURU,OPEN,7,0.9902,0.03008,0.10332,0.03704,0.96011,1.06242,0.11214,0.017980000000000003,16,0.330868103369498,0.25,0.497886945745284,9.678668215253582
T02050,MEDICAL_SUPPLIES,KA-NORTH,OPEN,8,0.99753,0.01302,0.12399,0.0392,0.89189,1.01557,0.11554500000000001,0.030324999999999998,58,-0.18783427745358097,0.5689655172413793,0.4978448275862069,8.065166545689168
T01462,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,7,0.99077,0.04151,0.11643,0.04062,0.93935,1.0547,0.11493,0.04331,31,-0.023360335701105833,0.5806451612903226,0.4976958525345623,8.58885167053165
T02230,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,5,1.00622,0.03273,0.0865,0.03327,0.97348,1.06052,0.09762,0.027480000000000004,43,0.27293803658587124,0.3488372093023256,0.49742019671055754,11.560693641618498
T00082,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,9,0.98901,0.02419,0.12268,0.03822,0.93145,1.05278,0.11693,0.029219999999999996,59,-0.13272833220364194,0.559322033898305,0.49717514124293777,8.151287903488752
T02322,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,7,0.97591,0.04467,0.12317,0.04358,0.91472,1.03492,0.12472,0.013115000000000002,14,0.07971488198160272,0.5,0.4968984702699452,8.11886011204027
T01269,IT_SERVICES,KA-SOUTH,OPEN,8,1.00408,0.00608,0.09772,0.02908,0.92246,1.02058,0.09166,0.02535000000000001,37,-0.1612392111411504,0.5675675675675675,0.4966216216216216,10.23331968890708
T02402,LAB_EQUIPMENT,KA-NORTH,OPEN,7,1.00904,0.02955,0.07997,0.03136,0.96009,1.04078,0.07648,0.018280000000000005,19,-0.1287731263989777,0.5789473684210527,0.4962406015037595,12.504689258471927
T01049,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,8,0.98566,0.02772,0.11253,0.0367,0.92778,1.03869,0.10953,0.024610000000000007,53,-0.08222154727467643,0.5660377358490566,0.49528301886792453,8.886519150448768
T01103,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,8,1.02234,0.01274,0.09668,0.0319,0.93928,1.03813,0.09419,0.027749999999999997,53,-0.060521873553035184,0.5660377358490566,0.49528301886792453,10.34340091021928
T00798,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,7,1.00233,0.03864,0.10083,0.03943,0.9399,1.04096,0.09937,0.020879999999999996,45,-0.04716266804769306,0.5777777777777777,0.49523809523809526,9.917683229197658
T00178,FURNITURE,KA-SOUTH,OPEN,4,1.03063,0.02307,0.11279,0.04079,0.9582,1.07444,0.120115,0.025825000000000008,32,0.19131248066470696,0.46875,0.4950468604985302,8.8660342228921
T02411,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,6,1.01527,0.04881,0.11038,0.04471,0.96046,1.07253,0.1053,0.03636,59,-0.09423578267714808,0.5932203389830508,0.4943502824858757,9.05961224859576
T00390,IT_SERVICES,KA-NORTH,TWO_STAGE,9,0.998,0.0171,0.11099,0.03126,0.94522,1.05599,0.11099,0.01569000000000001,9,0.0,0.5555555555555556,0.49382716049382713,9.009820704567979
T01198,FURNITURE,KA-CENTRAL,OPEN,4,0.97783,0.05316,0.1173,0.05611,0.92394,1.03863,0.09752,0.03523000000000001,35,-0.3786950673416705,0.6571428571428571,0.4928571428571429,8.525149190110827
T00785,ELECTRICAL_EQUIPMENT,KA-NORTH,LIMITED,6,1.02585,0.03157,0.09409,0.03308,0.98657,1.08309,0.09409,0.03334999999999999,11,0.0,0.5909090909090909,0.4924242424242425,10.628122010840686
T00207,WATER_INFRASTRUCTURE,KA-CENTRAL,LIMITED,5,0.96804,0.0158,0.09274,0.03295,0.89733,0.9871,0.079,0.017060000000000006,13,-0.5432299551704816,0.6153846153846154,0.49230769230769234,10.782833728703903
T00966,FURNITURE,KA-CENTRAL,LIMITED,5,1.02418,0.01381,0.07074,0.02385,0.97784,1.05029,0.07776,0.019725000000000003,8,0.24004690147151822,0.375,0.49203752117721455,14.136273678258412
T02385,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,0.99017,0.01201,0.09328,0.02755,0.96985,1.06221,0.09694,0.028469999999999995,61,0.08671008709815022,0.47540983606557374,0.4918549327682584,10.72041166380789
T02342,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,6,1.0091,0.01747,0.10015,0.03287,0.98457,1.08563,0.09694,0.028469999999999995,61,-0.07604901081559094,0.5901639344262295,0.4918032786885246,9.98502246630055
T02148,ROAD_CONSTRUCTION,KA-BENGALURU,OPEN,3,1.06283,0.02397,0.12585,0.05631,0.95303,1.08679,0.11207,0.026999999999999996,19,-0.34424009872546196,0.7368421052631579,0.4912280701754386,7.945967421533572
T00921,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,6,0.98219,0.02778,0.08691,0.03248,0.94998,1.03534,0.09169,0.025990000000000013,43,0.12405024356668404,0.46511627906976744,0.49097210219704296,11.506155793349441
T00089,ROAD_CONSTRUCTION,TN-NORTH,OPEN,10,1.00116,0.02834,0.10751,0.03466,0.94915,1.05678,0.10751,0.03349999999999999,11,0.0,0.5454545454545454,0.4909090909090909,9.301460329271697
T00111,LAB_EQUIPMENT,KA-CENTRAL,OPEN,9,1.01122,0.01231,0.0886,0.02751,0.93429,1.02388,0.08785,0.026139999999999997,29,-0.019352259740147166,0.5517241379310345,0.4904214559386973,11.286681715575622
T01586,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,9,1.00541,0.0315,0.09896,0.03334,0.95694,1.05643,0.10288,0.023164999999999998,16,0.11413787080285986,0.4375,0.4903447740469865,10.105092966855294
T00455,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,7,0.98914,0.01907,0.12166,0.04078,0.88787,1.00821,0.11566,0.02932,70,-0.13802675841949438,0.5714285714285714,0.4897959183673469,8.21962847279303
T01193,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,9,0.98801,0.01912,0.10485,0.03021,0.95656,1.06015,0.10933000000000001,0.026665000000000008,64,0.11332153018770498,0.4375,0.48961913794462664,9.537434430138292
T01665,IT_SERVICES,TN-NORTH,OPEN,8,1.0022,0.03343,0.10356,0.03573,0.93853,1.04231,0.105455,0.021859999999999997,8,0.05847026483111364,0.5,0.4886614817272244,9.656237929702588
T00049,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,8,0.98822,0.02118,0.10491,0.03644,0.95709,1.06077,0.09762,0.027480000000000004,43,-0.17893150060350732,0.5581395348837209,0.4883720930232558,9.53197979220284
T02455,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,9,0.99603,0.03173,0.09954,0.03399,0.94716,1.04631,0.09694,0.028469999999999995,61,-0.06159732963256591,0.5491803278688525,0.48816029143898,10.046212577858148
T01732,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,5,0.98932,0.0142,0.11196,0.04327,0.89275,1.00351,0.1053,0.03636,59,-0.12354533713185158,0.6101694915254238,0.48813559322033906,8.931761343336905
T01305,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,6,1.00631,0.04586,0.12454,0.04577,0.94771,1.07303,0.11566,0.02932,70,-0.20427960246085147,0.5857142857142857,0.48809523809523814,8.029548739360848
T01954,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,6,1.00762,0.02634,0.09033,0.03379,0.95243,1.04345,0.09419,0.027749999999999997,53,0.09382105699386159,0.49056603773584906,0.4869892456080922,11.070519207350825
T01125,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,9,1.01686,0.0216,0.1117,0.03771,0.93109,1.04468,0.10933000000000001,0.026665000000000008,64,-0.059949113068048704,0.546875,0.4861111111111111,8.952551477170994
T01603,CIVIL_MAINTENANCE,KA-NORTH,OPEN,5,0.96907,0.00569,0.09811,0.03414,0.94987,1.04495,0.103015,0.023669999999999997,62,0.1397708988268988,0.46774193548387094,0.4860102674486158,10.192640913260625
T00184,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,1.01822,0.06407,0.13314,0.05451,0.94672,1.08229,0.11693,0.029219999999999996,59,-0.37417848087322425,0.7288135593220338,0.4858757062146893,7.510890791647889
T02157,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,7,0.96859,0.03942,0.10395,0.03873,0.92917,1.02985,0.10991999999999999,0.024564999999999997,36,0.16392061201201982,0.4027777777777778,0.48574147696268366,9.62000962000962
T01560,ELECTRICAL_EQUIPMENT,KA-NORTH,LIMITED,3,1.01108,0.03684,0.09585,0.0392,0.97424,1.07115,0.09409,0.03334999999999999,11,-0.0355953144431429,0.7272727272727273,0.4848484848484849,10.432968179447052
T00714,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,8,1.00396,0.02518,0.09405,0.03177,0.95384,1.04826,0.09762,0.027480000000000004,43,0.08762489124204684,0.46511627906976744,0.4836485240228375,10.63264221158958
T00036,IT_SERVICES,KA-SOUTH,OPEN,5,1.00168,0.02253,0.08418,0.03235,0.97915,1.06348,0.09166,0.02535000000000001,37,0.19902133652406037,0.40540540540540543,0.4835413935435726,11.879306248515086
T01719,MEDICAL_SUPPLIES,KA-NORTH,OPEN,5,0.99779,0.03073,0.1275,0.04481,0.9126,1.03982,0.11554500000000001,0.030324999999999998,58,-0.26590394161723635,0.603448275862069,0.4827586206896552,7.8431372549019605
T00684,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,4,0.99799,0.01384,0.12693,0.05012,0.98163,1.1083,0.12472,0.013115000000000002,14,-0.1136579930189301,0.6428571428571429,0.4821428571428572,7.878358150161507
T02086,MEDICAL_SUPPLIES,KA-CENTRAL,LIMITED,4,1.01148,0.03095,0.12389,0.04461,0.96071,1.08602,0.11796999999999999,0.02194999999999999,14,-0.18191276975405243,0.6428571428571429,0.4821428571428572,8.071676487206393
T00953,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,9,0.99258,0.00989,0.11934,0.0358,0.91415,1.03261,0.11693,0.029219999999999996,59,-0.05563048358448295,0.5423728813559322,0.4821092278719397,8.379420144126026
T00351,VEHICLE_SUPPLIES,KA-NORTH,OPEN,6,0.95643,0.02153,0.12598,0.04433,0.85848,0.97897,0.12007000000000001,0.019319999999999997,26,-0.20632714226225038,0.5769230769230769,0.4807692307692307,7.937767899666613
T01334,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,1.02026,0.03602,0.09954,0.03543,0.96387,1.06542,0.09694,0.028469999999999995,61,-0.06159732963256591,0.5491803278688525,0.4805327868852459,10.046212577858148
T00855,MEDICAL_SUPPLIES,KA-BENGALURU,LIMITED,5,0.99638,0.02537,0.09338,0.03408,0.97101,1.06404,0.09338,0.018310000000000007,5,0.0,0.6,0.48,10.708931248661383
T01483,ELECTRICAL_EQUIPMENT,AP-SOUTH,OPEN,5,1.02017,0.01076,0.1165,0.03869,0.94256,1.06141,0.11116000000000001,0.03665500000000001,10,-0.09826164658586867,0.6,0.48,8.583690987124463
T01789,FURNITURE,KA-NORTH,LIMITED,5,0.96774,0.02076,0.07198,0.02865,0.91884,0.9885,0.081065,0.061290000000000004,10,0.09997958149526617,0.5,0.479983665196213,13.89274798555154
T01553,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,4,0.97082,0.00354,0.09276,0.03821,0.96663,1.05668,0.1053,0.03636,59,0.23262140054555858,0.4067796610169492,0.4795507961718808,10.78050884001725
T02349,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,5,0.98327,0.01728,0.10428,0.03811,0.90264,1.00518,0.10991999999999999,0.024564999999999997,36,0.15485967365959669,0.4444444444444444,0.47944329448323286,9.589566551591869
T01509,MEDICAL_SUPPLIES,KA-CENTRAL,LIMITED,4,1.02459,0.03264,0.11344,0.04106,0.96197,1.0782,0.11796999999999999,0.02194999999999999,14,0.13920014307193496,0.5,0.4794001073039512,8.815232722143865
T02483,FURNITURE,KA-SOUTH,OPEN,3,1.06487,0.05801,0.14102,0.05869,0.97271,1.12288,0.120115,0.025825000000000008,32,-0.5459914550574336,0.71875,0.47916666666666674,7.091192738618635
T00210,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,8,1.02895,0.01372,0.10276,0.04187,0.9424,1.04813,0.10079,0.02248,42,-0.05910795356623186,0.5476190476190477,0.47916666666666674,9.73141300116777
T01584,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,8,1.01697,0.02682,0.11384,0.03553,0.94424,1.06001,0.10989,0.03468,53,-0.07682348615722455,0.5471698113207547,0.47877358490566035,8.784258608573436
T02247,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,7,0.98629,0.01893,0.09902,0.03409,0.96736,1.06502,0.09169,0.025990000000000013,43,-0.19022767475811628,0.5581395348837209,0.47840531561461797,10.098969905069684
T01112,IT_SERVICES,KA-NORTH,OPEN,5,1.00182,0.00518,0.09005,0.0299,0.97773,1.06794,0.09833,0.02729000000000001,51,0.2046457855795604,0.39215686274509803,0.4774421186597268,11.104941699056079
T00101,CIVIL_MAINTENANCE,KA-NORTH,OPEN,5,1.01232,0.02781,0.11021,0.03868,0.94943,1.061,0.103015,0.023669999999999997,62,-0.20502581387554322,0.5967741935483871,0.47741935483870973,9.073586788857636
T00871,FURNITURE,KA-NORTH,OPEN,4,1.01471,0.02401,0.10736,0.04206,0.98703,1.09597,0.1018,0.020879999999999996,33,-0.1796057769487484,0.6363636363636364,0.4772727272727273,9.314456035767511
T02080,ELECTRICAL_EQUIPMENT,KA-CENTRAL,LIMITED,4,1.05641,0.02185,0.08988,0.03216,1.01833,1.11328,0.08738,0.00827,11,-0.2038968438562865,0.6363636363636364,0.4772727272727273,11.125945705384957
T00136,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,3,1.0412,0.03535,0.12806,0.05528,0.94321,1.07655,0.12472,0.013115000000000002,14,-0.17177271343132552,0.7142857142857143,0.4761904761904763,7.808839606434484
T00243,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,3,0.98336,0.04561,0.12408,0.05066,0.93775,1.05977,0.11302,0.02312,21,-0.32265864186034354,0.7142857142857143,0.4761904761904763,8.059316569954868
T00676,WATER_INFRASTRUCTURE,KA-CENTRAL,TWO_STAGE,3,0.99177,0.03786,0.09076,0.03739,0.93963,1.02964,0.08471,0.014060000000000003,7,-0.2902325103010953,0.7142857142857143,0.4761904761904763,11.018069634200089
T02317,VEHICLE_SUPPLIES,KA-CENTRAL,LIMITED,3,0.95342,0.00669,0.09747,0.04319,0.94673,1.03967,0.09132,0.011679999999999996,7,-0.3551471036627623,0.7142857142857143,0.4761904761904763,10.259567046270647
T00878,ELECTRICAL_EQUIPMENT,TN-NORTH,OPEN,7,0.98936,0.0418,0.12121,0.04301,0.92817,1.0481,0.12121,0.025709999999999997,9,0.0,0.5555555555555556,0.4761904761904762,8.250144377526606
T00316,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,6,0.99093,0.03424,0.10629,0.04022,0.92053,1.02585,0.08851,0.034519999999999995,28,-0.34740572721592866,0.5714285714285714,0.47619047619047616,9.408222786715589
T00894,IT_SERVICES,KA-CENTRAL,OPEN,5,0.95446,0.01078,0.09745,0.03544,0.94276,1.03577,0.1033,0.027770000000000003,53,0.14208753845653896,0.4528301886792453,0.47593418170862745,10.261672652642382
T00476,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.0267,0.01196,0.11228,0.03032,0.9775,1.09278,0.11566,0.02932,70,0.0777550739096483,0.45714285714285713,0.47546482760222697,8.906305664410402
T01062,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,9,0.98508,0.01697,0.09905,0.02694,0.93944,1.03701,0.09762,0.027480000000000004,43,-0.03509904607174423,0.5348837209302325,0.47545219638242886,10.095911155981828
T00313,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,4,0.97672,0.01207,0.07983,0.03016,0.95858,1.03655,0.08851,0.034519999999999995,28,0.16959964635738273,0.4642857142857143,0.47541402048232273,12.526619065514218
T01489,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,3,0.96967,0.02404,0.06458,0.02647,0.94563,1.00825,0.08109,0.031305,14,0.3557208892815392,0.35714285714285715,0.47524249761626425,15.48467017652524
T00860,MEDICAL_SUPPLIES,KA-NORTH,OPEN,9,0.99921,0.0214,0.11403,0.03505,0.94141,1.05534,0.11554500000000001,0.030324999999999998,58,0.03369673538687695,0.5,0.4743970981216683,8.769622029290536
T01896,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,8,0.99356,0.02435,0.09864,0.03028,0.94801,1.04602,0.10079,0.02248,42,0.06450868028801952,0.47619047619047616,0.4731117619186837,10.13787510137875
T00284,IT_SERVICES,KA-SOUTH,OPEN,8,0.98172,0.02041,0.09549,0.02975,0.9443,1.03804,0.09166,0.02535000000000001,37,-0.10190531001165123,0.5405405405405406,0.472972972972973,10.472300764477955
T01519,MEDICAL_SUPPLIES,KA-NORTH,OPEN,7,0.99795,0.01768,0.12213,0.03742,0.96831,1.09019,0.11554500000000001,0.030324999999999998,58,-0.1464640280677123,0.5517241379310345,0.47290640394088673,8.187996397281585
T00579,FURNITURE,KA-SOUTH,OPEN,9,1.00597,0.04357,0.12137,0.04195,0.95702,1.07911,0.120115,0.025825000000000008,32,-0.032777769724806616,0.53125,0.4722222222222222,8.239268352970257
T01901,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,4,1.00312,0.03938,0.08833,0.04103,0.95573,1.04434,0.0943,0.022679999999999992,73,0.17754452531196063,0.4520547945205479,0.4721994898743814,11.321181931393637
T00227,IT_SERVICES,KA-CENTRAL,OPEN,6,0.98934,0.02348,0.11291,0.03717,0.94094,1.05265,0.1033,0.027770000000000003,53,-0.2334121785585191,0.5660377358490566,0.4716981132075472,8.85661146045523
T02110,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,6,0.98335,0.0179,0.11566,0.0394,0.9533,1.06703,0.10989,0.03468,53,-0.11222063674105975,0.5660377358490566,0.4716981132075472,8.646031471554556
T01465,FURNITURE,KA-CENTRAL,OPEN,8,1.01841,0.02859,0.09027,0.03016,0.96497,1.0569,0.09752,0.03523000000000001,35,0.13880380375263435,0.4,0.4714533282835551,11.077877478675086
T00494,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,12,0.99278,0.02769,0.11635,0.03486,0.92153,1.03704,0.11566,0.02932,70,-0.01587307721824175,0.5142857142857142,0.47142857142857136,8.594757198109154
