vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score
V0209,V0352,3,36,38,0.547,5.482,0.016377203350648246,1.786
V0355,V0452,3,69,20,0.552,5.435,0.016386558800560457,1.786
V0061,V0417,3,37,37,0.548,5.478,0.016410370608149195,1.785
V0133,V0220,3,37,37,0.548,5.478,0.016410370608149195,1.785
V0249,V0274,3,37,37,0.548,5.478,0.016410370608149195,1.785
V0274,V0370,3,37,37,0.548,5.478,0.016410370608149195,1.785
V0042,V0074,3,49,28,0.549,5.466,0.016432533301504466,1.784
V0042,V0526,3,49,28,0.549,5.466,0.016432533301504466,1.784
V0263,V0380,3,49,28,0.549,5.466,0.016432533301504466,1.784
V0047,V0360,3,55,25,0.55,5.455,0.016454575511494523,1.784
V0152,V0295,3,25,55,0.55,5.455,0.016454575511494523,1.784
V0199,V0215,3,27,51,0.551,5.447,0.01657320053884577,1.781
V0051,V0263,4,51,49,1.0,4.002,0.016557427009968744,1.781
V0178,V0215,4,49,51,1.0,4.002,0.016557427009968744,1.781
V0263,V0332,4,49,51,1.0,4.002,0.016557427009968744,1.781
V0231,V0502,3,26,53,0.551,5.443,0.016580612932406712,1.78
V0188,V0537,3,43,32,0.55,5.451,0.016617665604316066,1.779
V0455,V0537,3,43,32,0.55,5.451,0.016617665604316066,1.779
V0082,V0254,3,32,43,0.55,5.451,0.016617665604316066,1.779
V0218,V0294,3,43,32,0.55,5.451,0.016617665604316066,1.779
V0126,V0248,3,30,46,0.552,5.435,0.01672565689941892,1.777
V0421,V0478,3,46,30,0.552,5.435,0.01672565689941892,1.777
V0144,V0258,4,68,37,1.006,3.975,0.016826066983428083,1.774
V0054,V0224,3,33,42,0.554,5.411,0.01695384645082211,1.771
V0224,V0470,3,42,33,0.554,5.411,0.01695384645082211,1.771
V0054,V0212,3,33,42,0.554,5.411,0.01695384645082211,1.771
V0212,V0255,3,42,33,0.554,5.411,0.01695384645082211,1.771
V0219,V0309,4,45,56,1.008,3.968,0.01701962761355281,1.769
V0172,V0415,3,48,29,0.557,5.388,0.017104794371779506,1.767
V0415,V0547,3,29,48,0.557,5.388,0.017104794371779506,1.767
V0187,V0394,3,34,41,0.558,5.38,0.017225514540845987,1.764
V0187,V0381,3,34,41,0.558,5.38,0.017225514540845987,1.764
V0228,V0230,3,34,41,0.558,5.38,0.017225514540845987,1.764
V0187,V0346,3,34,41,0.558,5.38,0.017225514540845987,1.764
V0308,V0403,3,41,34,0.558,5.38,0.017225514540845987,1.764
V0293,V0512,3,41,34,0.558,5.38,0.017225514540845987,1.764
V0276,V0523,3,41,34,0.558,5.38,0.017225514540845987,1.764
V0044,V0247,3,34,41,0.558,5.38,0.017225514540845987,1.764
V0093,V0504,3,34,41,0.558,5.38,0.017225514540845987,1.764
V0384,V0414,3,45,31,0.558,5.376,0.017233295753741433,1.764
V0123,V0451,3,45,31,0.558,5.376,0.017233295753741433,1.764
V0047,V0052,4,55,46,1.012,3.953,0.017254618982681245,1.763
V0368,V0517,3,50,28,0.56,5.357,0.01735146808796902,1.761
V0313,V0368,3,28,50,0.56,5.357,0.01735146808796902,1.761
V0141,V0307,3,28,50,0.56,5.357,0.01735146808796902,1.761
V0169,V0256,3,35,40,0.56,5.357,0.01743085524091731,1.759
V0256,V0433,3,40,35,0.56,5.357,0.01743085524091731,1.759
V0003,V0317,3,40,35,0.56,5.357,0.01743085524091731,1.759
V0062,V0336,3,40,35,0.56,5.357,0.01743085524091731,1.759
V0162,V0424,3,35,40,0.56,5.357,0.01743085524091731,1.759
V0040,V0062,3,35,40,0.56,5.357,0.01743085524091731,1.759
V0003,V0433,3,40,35,0.56,5.357,0.01743085524091731,1.759
V0336,V0424,3,35,40,0.56,5.357,0.01743085524091731,1.759
V0119,V0192,3,64,22,0.563,5.327,0.01741342449847276,1.759
V0001,V0230,4,62,41,1.017,3.934,0.017488366367087785,1.757
V0001,V0247,4,62,41,1.017,3.934,0.017488366367087785,1.757
V0007,V0280,3,39,36,0.562,5.342,0.017568506336557963,1.755
V0335,V0472,3,38,37,0.562,5.334,0.01763755913568394,1.754
V0258,V0434,3,37,38,0.562,5.334,0.01763755913568394,1.754
V0201,V0274,3,38,37,0.562,5.334,0.01763755913568394,1.754
V0274,V0352,3,37,38,0.562,5.334,0.01763755913568394,1.754
V0201,V0533,3,38,37,0.562,5.334,0.01763755913568394,1.754
V0120,V0537,3,44,32,0.563,5.327,0.017680140846419994,1.753
V0053,V0059,3,44,32,0.563,5.327,0.017680140846419994,1.753
V0053,V0453,3,44,32,0.563,5.327,0.017680140846419994,1.753
V0023,V0027,3,44,32,0.563,5.327,0.017680140846419994,1.753
V0438,V0537,3,44,32,0.563,5.327,0.017680140846419994,1.753
V0023,V0082,3,44,32,0.563,5.327,0.017680140846419994,1.753
V0277,V0334,3,71,20,0.568,5.282,0.0176940777902061,1.752
V0214,V0277,3,20,71,0.568,5.282,0.0176940777902061,1.752
V0126,V0340,3,30,47,0.564,5.319,0.017722780918082,1.751
V0332,V0368,4,51,50,1.02,3.922,0.01773064428635877,1.751
V0010,V0491,3,96,15,0.576,5.208,0.017846145734881746,1.748
V0054,V0531,3,33,43,0.568,5.285,0.018063243244292065,1.743
V0255,V0531,3,33,43,0.568,5.285,0.018063243244292065,1.743
V0255,V0455,3,33,43,0.568,5.285,0.018063243244292065,1.743
V0263,V0530,3,49,29,0.568,5.278,0.018079572923678313,1.743
V0263,V0532,3,49,29,0.568,5.278,0.018079572923678313,1.743
V0042,V0415,3,49,29,0.568,5.278,0.018079572923678313,1.743
V0142,V0263,3,29,49,0.568,5.278,0.018079572923678313,1.743
V0166,V0248,3,31,46,0.57,5.259,0.018282416052674638,1.738
V0014,V0364,3,46,31,0.57,5.259,0.018282416052674638,1.738
V0051,V0074,3,51,28,0.571,5.252,0.018298924234727756,1.738
V0020,V0486,3,85,17,0.578,5.19,0.018271361298932857,1.738
V0429,V0483,3,26,55,0.572,5.245,0.018315379720717246,1.737
V0039,V0248,4,56,46,1.03,3.882,0.018335579280672084,1.737
V0039,V0052,4,56,46,1.03,3.882,0.018335579280672084,1.737
V0158,V0485,3,34,42,0.571,5.252,0.01838010392344742,1.736
V0034,V0489,3,53,27,0.572,5.241,0.018377898840115325,1.736
V0091,V0169,4,74,35,1.036,3.861,0.01849716900036427,1.733
V0091,V0433,4,74,35,1.036,3.861,0.01849716900036427,1.733
V0040,V0293,3,35,41,0.574,5.226,0.018628675991333363,1.73
V0230,V0458,3,41,35,0.574,5.226,0.018628675991333363,1.73
V0308,V0336,3,41,35,0.574,5.226,0.018628675991333363,1.73
V0182,V0525,3,35,41,0.574,5.226,0.018628675991333363,1.73
V0162,V0308,3,35,41,0.574,5.226,0.018628675991333363,1.73
V0366,V0547,3,30,48,0.576,5.208,0.018752758495252837,1.727
V0478,V0547,3,30,48,0.576,5.208,0.018752758495252837,1.727
V0172,V0366,3,48,30,0.576,5.208,0.018752758495252837,1.727
V0286,V0355,3,21,69,0.58,5.176,0.018745718286804314,1.727
V0424,V0495,3,40,36,0.576,5.208,0.018807366197323885,1.726
V0011,V0383,3,40,36,0.576,5.208,0.018807366197323885,1.726
V0078,V0359,3,36,40,0.576,5.208,0.018807366197323885,1.726
V0062,V0495,3,40,36,0.576,5.208,0.018807366197323885,1.726
V0153,V0320,3,36,40,0.576,5.208,0.018807366197323885,1.726
V0027,V0219,3,32,45,0.576,5.208,0.018780067228397975,1.726
V0027,V0384,3,32,45,0.576,5.208,0.018780067228397975,1.726
V0256,V0383,3,40,36,0.576,5.208,0.018807366197323885,1.726
V0078,V0159,3,36,40,0.576,5.208,0.018807366197323885,1.726
V0007,V0370,3,39,37,0.577,5.198,0.018915035919514447,1.723
V0258,V0259,3,37,39,0.577,5.198,0.018915035919514447,1.723
V0007,V0274,3,39,37,0.577,5.198,0.018915035919514447,1.723
V0245,V0404,3,38,38,0.578,5.194,0.018951001770153703,1.722
V0291,V0434,3,38,38,0.578,5.194,0.018951001770153703,1.722
V0053,V0255,3,44,33,0.581,5.165,0.019212550437908284,1.716
V0023,V0392,3,44,33,0.581,5.165,0.019212550437908284,1.716
V0054,V0304,3,33,44,0.581,5.165,0.019212550437908284,1.716
V0004,V0039,3,26,56,0.582,5.151,0.019219639956571485,1.716
V0039,V0362,3,56,26,0.582,5.151,0.019219639956571485,1.716
V0071,V0114,3,47,31,0.583,5.148,0.01936670912594786,1.713
V0129,V0451,3,47,31,0.583,5.148,0.01936670912594786,1.713
V0025,V0035,3,61,24,0.586,5.123,0.019427816206297237,1.712
V0254,V0319,3,43,34,0.585,5.13,0.019577133155812096,1.708
V0254,V0523,3,43,34,0.585,5.13,0.019577133155812096,1.708
V0241,V0454,3,34,43,0.585,5.13,0.019577133155812096,1.708
V0158,V0455,3,34,43,0.585,5.13,0.019577133155812096,1.708
V0044,V0455,3,34,43,0.585,5.13,0.019577133155812096,1.708
V0127,V0523,3,43,34,0.585,5.13,0.019577133155812096,1.708
V0093,V0254,3,34,43,0.585,5.13,0.019577133155812096,1.708
V0119,V0204,3,64,23,0.589,5.095,0.019665424728538525,1.706
V0224,V0387,3,42,35,0.588,5.102,0.0198715363307631,1.702
V0040,V0509,3,35,42,0.588,5.102,0.0198715363307631,1.702
V0336,V0509,3,35,42,0.588,5.102,0.0198715363307631,1.702
V0317,V0485,3,35,42,0.588,5.102,0.0198715363307631,1.702
V0052,V0059,3,46,32,0.589,5.095,0.01991755563005134,1.701
V0052,V0453,3,46,32,0.589,5.095,0.01991755563005134,1.701
V0014,V0082,3,46,32,0.589,5.095,0.01991755563005134,1.701
V0078,V0346,3,36,41,0.59,5.081,0.020093935680455626,1.697
V0276,V0280,3,41,36,0.59,5.081,0.020093935680455626,1.697
V0153,V0346,3,36,41,0.59,5.081,0.020093935680455626,1.697
V0276,V0301,3,41,36,0.59,5.081,0.020093935680455626,1.697
V0308,V0495,3,41,36,0.59,5.081,0.020093935680455626,1.697
V0308,V0383,3,41,36,0.59,5.081,0.020093935680455626,1.697
V0215,V0494,3,51,29,0.592,5.071,0.02012130907862405,1.696
V0220,V0320,3,37,40,0.592,5.068,0.020242962493198065,1.694
V0220,V0359,3,37,40,0.592,5.068,0.020242962493198065,1.694
V0061,V0062,3,37,40,0.592,5.068,0.020242962493198065,1.694
V0133,V0159,3,37,40,0.592,5.068,0.020242962493198065,1.694
V0281,V0370,3,40,37,0.592,5.068,0.020242962493198065,1.694
V0289,V0483,3,27,55,0.594,5.051,0.02028888016977364,1.693
V0001,V0377,3,62,24,0.595,5.04,0.020287905733344016,1.693
V0080,V0088,3,39,38,0.593,5.061,0.02031770409444525,1.692
V0384,V0392,3,45,33,0.594,5.051,0.02040187926406164,1.69
V0029,V0363,3,33,45,0.594,5.051,0.02040187926406164,1.69
V0371,V0547,3,31,48,0.595,5.04,0.020486266158391712,1.689
V0087,V0144,3,22,68,0.598,5.013,0.02047454935146446,1.689
V0001,V0188,4,62,43,1.066,3.751,0.020542482008676352,1.687
V0010,V0141,4,96,28,1.075,3.72,0.020597938467083347,1.686
V0044,V0438,3,34,44,0.598,5.013,0.02081671439668504,1.682
V0187,V0304,3,34,44,0.598,5.013,0.02081671439668504,1.682
V0053,V0512,3,44,34,0.598,5.013,0.02081671439668504,1.682
V0053,V0228,3,44,34,0.598,5.013,0.02081671439668504,1.682
V0024,V0294,3,47,32,0.602,4.987,0.02109269483880543,1.676
V0024,V0059,3,47,32,0.602,4.987,0.02109269483880543,1.676
V0071,V0453,3,47,32,0.602,4.987,0.02109269483880543,1.676
V0169,V0218,3,35,43,0.602,4.983,0.021159550221173745,1.674
V0040,V0298,3,35,43,0.602,4.983,0.021159550221173745,1.674
V0298,V0433,3,43,35,0.602,4.983,0.021159550221173745,1.674
V0035,V0184,3,24,63,0.605,4.96,0.021169009479488875,1.674
V0270,V0309,3,27,56,0.605,4.96,0.02128437967861703,1.672
V0232,V0355,3,22,69,0.607,4.941,0.0212837894242841,1.672
V0355,V0536,3,69,22,0.607,4.941,0.0212837894242841,1.672
V0020,V0202,3,85,18,0.612,4.902,0.021396525686943297,1.67
V0153,V0224,3,36,42,0.605,4.96,0.021428331778610837,1.669
V0078,V0212,3,36,42,0.605,4.96,0.021428331778610837,1.669
V0383,V0509,3,36,42,0.605,4.96,0.021428331778610837,1.669
V0383,V0485,3,36,42,0.605,4.96,0.021428331778610837,1.669
V0485,V0495,3,42,36,0.605,4.96,0.021428331778610837,1.669
V0396,V0502,4,51,53,1.081,3.7,0.021558333776962205,1.666
V0133,V0381,3,37,41,0.607,4.944,0.021621460511065622,1.665
V0293,V0417,3,41,37,0.607,4.944,0.021621460511065622,1.665
V0230,V0472,3,41,37,0.607,4.944,0.021621460511065622,1.665
V0242,V0370,3,41,37,0.607,4.944,0.021621460511065622,1.665
V0274,V0504,3,37,41,0.607,4.944,0.021621460511065622,1.665
V0029,V0052,3,33,46,0.607,4.941,0.021631316181164685,1.665
V0042,V0114,3,49,31,0.608,4.937,0.021641159234486725,1.665
V0005,V0263,3,31,49,0.608,4.937,0.021641159234486725,1.665
V0062,V0291,3,40,38,0.608,4.934,0.021737794518141618,1.663
V0011,V0344,3,40,38,0.608,4.934,0.021737794518141618,1.663
V0088,V0359,3,38,40,0.608,4.934,0.021737794518141618,1.663
V0047,V0091,5,55,74,1.628,3.071,0.02180051126024554,1.662
V0011,V0144,4,40,68,1.088,3.676,0.021908962528103575,1.659
V0051,V0126,3,51,30,0.612,4.902,0.022040662704027766,1.657
V0063,V0215,3,30,51,0.612,4.902,0.022040662704027766,1.657
V0079,V0215,3,30,51,0.612,4.902,0.022040662704027766,1.657
V0079,V0396,3,30,51,0.612,4.902,0.022040662704027766,1.657
V0158,V0363,3,34,45,0.612,4.902,0.022098932079339224,1.656
V0338,V0512,3,45,34,0.612,4.902,0.022098932079339224,1.656
V0219,V0523,3,45,34,0.612,4.902,0.022098932079339224,1.656
V0028,V0044,3,45,34,0.612,4.902,0.022098932079339224,1.656
V0219,V0241,3,45,34,0.612,4.902,0.022098932079339224,1.656
V0028,V0161,3,45,34,0.612,4.902,0.022098932079339224,1.656
V0093,V0123,3,34,45,0.612,4.902,0.022098932079339224,1.656
V0119,V0136,3,64,24,0.614,4.883,0.022071160330059073,1.656
V0022,V0119,3,24,64,0.614,4.883,0.022071160330059073,1.656
V0119,V0529,3,64,24,0.614,4.883,0.022071160330059073,1.656
V0172,V0537,3,48,32,0.614,4.883,0.02230555219963287,1.652
V0169,V0438,3,35,44,0.616,4.87,0.022492800649740893,1.648
V0182,V0438,3,35,44,0.616,4.87,0.022492800649740893,1.648
V0053,V0169,3,44,35,0.616,4.87,0.022492800649740893,1.648
V0091,V0279,3,74,21,0.622,4.826,0.022575706378938905,1.646
V0091,V0125,3,74,21,0.622,4.826,0.022575706378938905,1.646
V0039,V0263,4,56,49,1.098,3.644,0.02265832709508223,1.645
V0298,V0495,3,43,36,0.619,4.845,0.022810636931144476,1.642
V0127,V0280,3,43,36,0.619,4.845,0.022810636931144476,1.642
V0254,V0280,3,43,36,0.619,4.845,0.022810636931144476,1.642
V0153,V0531,3,36,43,0.619,4.845,0.022810636931144476,1.642
V0383,V0454,3,36,43,0.619,4.845,0.022810636931144476,1.642
V0209,V0454,3,36,43,0.619,4.845,0.022810636931144476,1.642
V0298,V0301,3,43,36,0.619,4.845,0.022810636931144476,1.642
V0298,V0383,3,43,36,0.619,4.845,0.022810636931144476,1.642
V0368,V0483,4,50,55,1.1,3.636,0.022826352697285647,1.642
V0016,V0364,3,50,31,0.62,4.839,0.0228314418828676,1.641
V0016,V0451,3,50,31,0.62,4.839,0.0228314418828676,1.641
V0071,V0437,3,47,33,0.62,4.836,0.022900923631011493,1.64
V0029,V0129,3,33,47,0.62,4.836,0.022900923631011493,1.64
V0024,V0255,3,47,33,0.62,4.836,0.022900923631011493,1.64
V0195,V0370,3,42,37,0.622,4.826,0.023050613131231006,1.637
V0220,V0224,3,37,42,0.622,4.826,0.023050613131231006,1.637
V0212,V0220,3,42,37,0.622,4.826,0.023050613131231006,1.637
V0291,V0293,3,38,41,0.623,4.814,0.023211358607770925,1.634
V0088,V0230,3,38,41,0.623,4.814,0.023211358607770925,1.634
V0293,V0434,3,41,38,0.623,4.814,0.023211358607770925,1.634
V0291,V0308,3,38,41,0.623,4.814,0.023211358607770925,1.634
V0242,V0352,3,41,38,0.623,4.814,0.023211358607770925,1.634
V0088,V0381,3,38,41,0.623,4.814,0.023211358607770925,1.634
V0080,V0424,3,39,40,0.624,4.808,0.023291959730463888,1.633
V0297,V0320,3,39,40,0.624,4.808,0.023291959730463888,1.633
V0064,V0342,3,40,39,0.624,4.808,0.023291959730463888,1.633
V0342,V0359,3,39,40,0.624,4.808,0.023291959730463888,1.633
V0072,V0130,3,58,27,0.626,4.789,0.02335560822576767,1.632
V0091,V0419,5,74,56,1.658,3.016,0.023398371090089243,1.631
V0052,V0187,3,46,34,0.626,4.795,0.023423843790833725,1.63
V0113,V0403,3,46,34,0.626,4.795,0.023423843790833725,1.63
V0158,V0248,3,34,46,0.626,4.795,0.023423843790833725,1.63
V0123,V0310,3,45,35,0.63,4.762,0.02387134064614676,1.622
V0310,V0363,3,35,45,0.63,4.762,0.02387134064614676,1.622
V0182,V0363,3,35,45,0.63,4.762,0.02387134064614676,1.622
V0043,V0114,3,51,31,0.632,4.744,0.024057149610069332,1.619
V0255,V0547,3,33,48,0.634,4.735,0.024210740780044468,1.616
V0023,V0495,3,44,36,0.634,4.735,0.02424090019746059,1.615
V0053,V0488,3,44,36,0.634,4.735,0.02424090019746059,1.615
V0063,V0502,3,30,53,0.636,4.717,0.02439813628588369,1.613
V0047,V0051,4,55,51,1.122,3.565,0.024372363340225574,1.613
V0047,V0215,4,55,51,1.122,3.565,0.024372363340225574,1.613
V0091,V0201,4,74,38,1.125,3.556,0.024399326493512865,1.613
V0034,V0502,4,53,53,1.124,3.56,0.02448938233919618,1.611
V0121,V0249,3,43,37,0.636,4.714,0.02453046636509795,1.61
V0188,V0249,3,43,37,0.636,4.714,0.02453046636509795,1.61
V0249,V0254,3,37,43,0.636,4.714,0.02453046636509795,1.61
V0061,V0298,3,37,43,0.636,4.714,0.02453046636509795,1.61
V0127,V0370,3,43,37,0.636,4.714,0.02453046636509795,1.61
V0220,V0455,3,37,43,0.636,4.714,0.02453046636509795,1.61
V0061,V0454,3,37,43,0.636,4.714,0.02453046636509795,1.61
V0349,V0513,3,29,55,0.638,4.702,0.024575244139476735,1.61
V0047,V0530,3,55,29,0.638,4.702,0.024575244139476735,1.61
V0179,V0513,3,29,55,0.638,4.702,0.024575244139476735,1.61
V0119,V0499,3,64,25,0.64,4.688,0.02463094215308983,1.609
V0088,V0212,3,38,42,0.638,4.699,0.024738440634900147,1.607
V0044,V0071,3,34,47,0.639,4.693,0.024791481131907246,1.606
V0024,V0228,3,47,34,0.639,4.693,0.024791481131907246,1.606
V0016,V0082,3,50,32,0.64,4.688,0.024844587351770604,1.605
V0259,V0293,3,39,41,0.64,4.69,0.024863681622976714,1.604
V0007,V0504,3,39,41,0.64,4.69,0.024863681622976714,1.604
V0007,V0276,3,39,41,0.64,4.69,0.024863681622976714,1.604
V0080,V0293,3,39,41,0.64,4.69,0.024863681622976714,1.604
V0080,V0394,3,39,41,0.64,4.69,0.024863681622976714,1.604
V0342,V0381,3,39,41,0.64,4.69,0.024863681622976714,1.604
V0011,V0424,3,40,40,0.64,4.688,0.02490550468046333,1.604
V0011,V0062,3,40,40,0.64,4.688,0.02490550468046333,1.604
V0064,V0159,3,40,40,0.64,4.688,0.02490550468046333,1.604
V0062,V0256,3,40,40,0.64,4.688,0.02490550468046333,1.604
V0001,V0484,3,62,26,0.645,4.653,0.025164607551233488,1.599
V0001,V0150,3,62,26,0.645,4.653,0.025164607551233488,1.599
V0184,V0384,4,63,45,1.134,3.527,0.025198280483493138,1.599
V0184,V0338,4,63,45,1.134,3.527,0.025198280483493138,1.599
V0052,V0317,3,46,35,0.644,4.658,0.025295194276688287,1.597
V0178,V0392,3,49,33,0.647,4.638,0.025560784244811265,1.592
V0123,V0301,3,45,36,0.648,4.63,0.025719138402715884,1.59
V0384,V0495,3,45,36,0.648,4.63,0.025719138402715884,1.59
V0122,V0363,3,36,45,0.648,4.63,0.025719138402715884,1.59
V0209,V0384,3,36,45,0.648,4.63,0.025719138402715884,1.59
V0072,V0526,3,58,28,0.65,4.618,0.025735154826071614,1.589
V0072,V0517,3,58,28,0.65,4.618,0.025735154826071614,1.589
V0039,V0288,3,56,29,0.65,4.618,0.025766108708688937,1.589
V0039,V0186,3,56,29,0.65,4.618,0.025766108708688937,1.589
V0133,V0438,3,37,44,0.651,4.607,0.026061030394038297,1.584
V0053,V0472,3,44,37,0.651,4.607,0.026061030394038297,1.584
V0043,V0516,3,51,32,0.653,4.596,0.026170798285162226,1.582
V0044,V0172,3,34,48,0.653,4.596,0.026201850557859716,1.582
V0051,V0453,3,51,32,0.653,4.596,0.026170798285162226,1.582
V0172,V0187,3,48,34,0.653,4.596,0.026201850557859716,1.582
V0027,V0396,3,32,51,0.653,4.596,0.026170798285162226,1.582
V0254,V0352,3,43,38,0.654,4.59,0.026319045085396814,1.58
V0212,V0269,3,42,39,0.655,4.579,0.02649181446797209,1.577
V0259,V0509,3,39,42,0.655,4.579,0.02649181446797209,1.577
V0080,V0509,3,39,42,0.655,4.579,0.02649181446797209,1.577
V0224,V0342,3,42,39,0.655,4.579,0.02649181446797209,1.577
V0230,V0256,3,41,40,0.656,4.573,0.02657842697992787,1.575
V0308,V0407,3,41,40,0.656,4.573,0.02657842697992787,1.575
V0359,V0381,3,40,41,0.656,4.573,0.02657842697992787,1.575
V0320,V0525,3,40,41,0.656,4.573,0.02657842697992787,1.575
V0276,V0413,3,41,40,0.656,4.573,0.02657842697992787,1.575
V0346,V0426,3,41,40,0.656,4.573,0.02657842697992787,1.575
V0062,V0308,3,40,41,0.656,4.573,0.02657842697992787,1.575
V0247,V0359,3,41,40,0.656,4.573,0.02657842697992787,1.575
V0256,V0308,3,40,41,0.656,4.573,0.02657842697992787,1.575
V0308,V0424,3,41,40,0.656,4.573,0.02657842697992787,1.575
V0364,V0379,3,31,53,0.657,4.565,0.026614895345144992,1.575
V0414,V0502,3,31,53,0.657,4.565,0.026614895345144992,1.575
V0451,V0502,3,31,53,0.657,4.565,0.026614895345144992,1.575
V0024,V0169,3,47,35,0.658,4.559,0.026764357615632957,1.572
V0040,V0129,3,35,47,0.658,4.559,0.026764357615632957,1.572
V0024,V0433,3,47,35,0.658,4.559,0.026764357615632957,1.572
V0182,V0340,3,35,47,0.658,4.559,0.026764357615632957,1.572
V0136,V0355,3,24,69,0.662,4.529,0.026898332582580946,1.57
V0255,V0368,3,33,50,0.66,4.545,0.026951048801890195,1.569
V0054,V0368,3,33,50,0.66,4.545,0.026951048801890195,1.569
V0014,V0280,3,46,36,0.662,4.529,0.027245337256415248,1.565
V0119,V0395,3,64,26,0.666,4.507,0.027344738077901526,1.563
V0262,V0481,3,26,64,0.666,4.507,0.027344738077901526,1.563
V0061,V0384,3,37,45,0.666,4.505,0.027642280853904452,1.558
V0384,V0417,3,45,37,0.666,4.505,0.027642280853904452,1.558
V0219,V0370,3,45,37,0.666,4.505,0.027642280853904452,1.558
V0028,V0533,3,45,37,0.666,4.505,0.027642280853904452,1.558
V0028,V0220,3,45,37,0.666,4.505,0.027642280853904452,1.558
V0363,V0370,3,45,37,0.666,4.505,0.027642280853904452,1.558
V0034,V0483,4,53,55,1.166,3.431,0.027652135452117525,1.558
V0001,V0422,3,62,27,0.67,4.48,0.027819531735485695,1.556
V0088,V0120,3,38,44,0.669,4.486,0.02795313813066742,1.554
V0218,V0269,3,43,39,0.671,4.472,0.028176315948081006,1.55
V0297,V0455,3,39,43,0.671,4.472,0.028176315948081006,1.55
V0126,V0419,3,30,56,0.672,4.464,0.028183072744660073,1.55
V0387,V0547,3,35,48,0.672,4.464,0.02827879969425322,1.549
V0172,V0387,3,48,35,0.672,4.464,0.02827879969425322,1.549
V0212,V0426,3,42,40,0.672,4.464,0.028310677219043498,1.548
V0003,V0485,3,40,42,0.672,4.464,0.028310677219043498,1.548
V0224,V0359,3,42,40,0.672,4.464,0.028310677219043498,1.548
V0230,V0394,3,41,41,0.672,4.462,0.028355540054183625,1.547
V0346,V0381,3,41,41,0.672,4.462,0.028355540054183625,1.547
V0308,V0394,3,41,41,0.672,4.462,0.028355540054183625,1.547
V0043,V0464,3,51,33,0.673,4.456,0.02838150808255812,1.547
V0392,V0396,3,33,51,0.673,4.456,0.02838150808255812,1.547
V0029,V0396,3,33,51,0.673,4.456,0.02838150808255812,1.547
V0091,V0356,3,74,23,0.681,4.407,0.028821067789620076,1.54
V0027,V0034,3,32,53,0.678,4.422,0.02893654651056092,1.539
V0003,V0091,4,40,74,1.184,3.378,0.02890183072868953,1.539
V0051,V0072,4,51,58,1.183,3.381,0.028996000645904713,1.538
V0016,V0319,3,50,34,0.68,4.412,0.02915069067338814,1.535
V0241,V0244,3,34,50,0.68,4.412,0.02915069067338814,1.535
V0187,V0368,3,34,50,0.68,4.412,0.02915069067338814,1.535
V0133,V0421,3,37,46,0.681,4.407,0.029274160088026736,1.534
V0014,V0274,3,46,37,0.681,4.407,0.029274160088026736,1.534
V0371,V0483,3,31,55,0.682,4.399,0.02931433967130188,1.533
V0291,V0338,3,38,45,0.684,4.386,0.0296406490616664,1.528
V0178,V0317,3,49,35,0.686,4.373,0.02983846342796244,1.525
V0182,V0263,3,35,49,0.686,4.373,0.02983846342796244,1.525
V0169,V0263,3,35,49,0.686,4.373,0.02983846342796244,1.525
V0042,V0169,3,49,35,0.686,4.373,0.02983846342796244,1.525
V0073,V0297,3,44,39,0.686,4.371,0.029917102923906962,1.524
V0053,V0269,3,44,39,0.686,4.371,0.029917102923906962,1.524
V0023,V0259,3,44,39,0.686,4.371,0.029917102923906962,1.524
V0218,V0426,3,43,40,0.688,4.36,0.03010216083187665,1.521
V0426,V0531,3,40,43,0.688,4.36,0.03010216083187665,1.521
V0064,V0188,3,40,43,0.688,4.36,0.03010216083187665,1.521
