vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score,dominant_category,category_share,dominant_region,region_share,context_concentration,contextual_adjustment,contextual_enrichment
V0161,V0404,3,34,38,0.517,5.805,0.01401482900248467,1.853,VEHICLE_SUPPLIES,0.833,KA-NORTH,0.833,0.833,0.625,3.628
V0263,V0533,4,49,37,0.725,5.516,0.005348474172429303,2.272,CIVIL_MAINTENANCE,0.75,KA-CENTRAL,0.778,0.761,0.658,3.627
V0342,V0437,3,39,33,0.515,5.828,0.013863618172171608,1.858,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.6,0.84,0.622,3.625
V0126,V0340,3,30,47,0.564,5.319,0.017722780918082,1.751,WATER_INFRASTRUCTURE,0.75,KA-BENGALURU,0.65,0.71,0.68,3.62
V0304,V0320,4,44,40,0.704,5.682,0.00481091340935358,2.318,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.517,0.807,0.637,3.619
V0029,V0308,3,33,41,0.541,5.543,0.015884223277389493,1.799,ELECTRICAL_EQUIPMENT,1.0,AP-SOUTH,0.429,0.771,0.653,3.619
V0212,V0304,4,42,44,0.739,5.411,0.00574341445504397,2.241,WATER_INFRASTRUCTURE,0.8,KA-SOUTH,0.64,0.736,0.669,3.619
V0047,V0454,6,55,43,0.946,6.342,0.00027979336063776246,3.553,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.886,0.955,0.57,3.618
V0249,V0363,4,37,45,0.666,6.006,0.003923523955912042,2.406,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.71,0.884,0.602,3.617
V0195,V0309,5,42,56,0.941,5.315,0.0021274274102640843,2.672,FURNITURE,0.868,KA-BENGALURU,0.474,0.711,0.68,3.616
V0016,V0082,3,50,32,0.64,4.688,0.024844587351770604,1.605,BUILDING_CONSTRUCTION,0.55,KA-CENTRAL,0.45,0.51,0.77,3.612
V0034,V0433,4,53,35,0.742,5.391,0.005796366694111761,2.237,ELECTRICAL_EQUIPMENT,0.733,KA-CENTRAL,0.733,0.733,0.67,3.612
V0322,V0379,4,40,53,0.848,4.717,0.009356674484204866,2.029,BUILDING_CONSTRUCTION,0.607,KA-SOUTH,0.393,0.521,0.765,3.61
V0344,V0433,3,38,35,0.532,5.639,0.015169715515609262,1.819,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.5,0.8,0.64,3.609
V0042,V0074,3,49,28,0.549,5.466,0.016432533301504466,1.784,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.387,0.755,0.66,3.609
V0052,V0169,4,46,35,0.644,6.211,0.003462771941718476,2.461,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.829,0.931,0.581,3.608
V0127,V0370,3,43,37,0.636,4.714,0.02453046636509795,1.61,FURNITURE,0.609,KA-NORTH,0.391,0.522,0.765,3.607
V0309,V0379,6,56,53,1.187,5.054,0.000979955345513267,3.009,FURNITURE,0.6,KA-SOUTH,0.691,0.636,0.714,3.607
V0066,V0151,3,53,23,0.488,6.153,0.011809987545309715,1.928,FURNITURE,1.0,KA-SOUTH,0.8,0.92,0.586,3.606
V0003,V0294,3,40,32,0.512,5.859,0.013653492504441702,1.865,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.636,0.855,0.615,3.606
V0023,V0414,3,44,31,0.546,5.499,0.0162192373885271,1.79,BUILDING_CONSTRUCTION,0.609,KA-NORTH,1.0,0.765,0.656,3.605
V0043,V0437,4,51,33,0.673,5.942,0.004063700311203153,2.391,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.686,0.874,0.607,3.604
V0078,V0220,3,36,37,0.533,5.631,0.015233267506927108,1.817,WATER_INFRASTRUCTURE,0.667,KA-NORTH,1.0,0.8,0.64,3.604
V0023,V0186,3,44,29,0.51,5.878,0.013510533406754704,1.869,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.65,0.86,0.613,3.603
V0127,V0132,5,43,58,0.998,5.012,0.002767562833754822,2.558,FURNITURE,0.625,KA-CENTRAL,0.625,0.625,0.719,3.602
V0254,V0364,3,43,31,0.533,5.626,0.015240109894063002,1.817,FURNITURE,1.0,KA-BENGALURU,0.5,0.8,0.64,3.601
V0224,V0304,4,42,44,0.739,5.411,0.00574341445504397,2.241,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.36,0.744,0.665,3.599
V0258,V0414,3,37,31,0.459,6.539,0.010088857616568934,1.996,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,1.0,1.0,0.55,3.596
V0274,V0363,4,37,45,0.666,6.006,0.003923523955912042,2.406,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.733,0.893,0.598,3.592
V0256,V0294,3,40,32,0.512,5.859,0.013653492504441702,1.865,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.65,0.86,0.613,3.592
V0072,V0121,5,58,43,0.998,5.012,0.002767562833754822,2.558,ROAD_CONSTRUCTION,0.75,KA-NORTH,0.45,0.63,0.716,3.591
V0024,V0533,4,47,37,0.696,5.75,0.004598691962178785,2.337,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.588,0.835,0.624,3.589
V0091,V0484,4,74,26,0.77,5.198,0.006453533053537961,2.19,CIVIL_MAINTENANCE,0.805,AP-SOUTH,0.512,0.688,0.69,3.589
V0091,V0533,6,74,37,1.095,5.478,0.0006150786806372262,3.211,CIVIL_MAINTENANCE,1.0,KA-SOUTH,0.417,0.767,0.655,3.588
V0187,V0533,3,34,37,0.503,5.962,0.013028291033231297,1.885,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.714,0.886,0.601,3.586
V0421,V0455,5,46,43,0.791,6.32,0.000964670320334601,3.016,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.903,0.961,0.567,3.586
V0438,V0530,3,44,29,0.51,5.878,0.013510533406754704,1.869,CIVIL_MAINTENANCE,1.0,KA-SOUTH,0.667,0.867,0.61,3.586
V0042,V0153,4,49,36,0.706,5.669,0.00483934212704461,2.315,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.543,0.817,0.632,3.584
V0080,V0394,3,39,41,0.64,4.69,0.024863681622976714,1.604,ELECTRICAL_EQUIPMENT,0.625,KA-NORTH,0.375,0.525,0.764,3.582
V0035,V0502,3,24,53,0.509,5.896,0.01329744555018995,1.876,IT_SERVICES,1.0,KA-NORTH,0.68,0.872,0.608,3.582
V0022,V0481,4,24,64,0.614,6.51,0.0028252755178946745,2.549,MEDICAL_SUPPLIES,1.0,KA-NORTH,1.0,1.0,0.55,3.581
V0010,V0452,5,96,20,0.768,6.51,0.000737292950033911,3.132,MEDICAL_SUPPLIES,1.0,KA-SOUTH,1.0,1.0,0.55,3.581
V0396,V0434,4,51,38,0.775,5.16,0.006800353336976792,2.167,ELECTRICAL_EQUIPMENT,0.76,KA-CENTRAL,0.56,0.68,0.694,3.581
V0061,V0433,3,37,35,0.518,5.792,0.01410600425352082,1.851,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.625,0.85,0.617,3.577
V0280,V0523,3,36,34,0.49,6.127,0.012083184062664452,1.918,FURNITURE,0.875,KA-SOUTH,1.0,0.925,0.584,3.577
V0263,V0303,3,49,27,0.529,5.669,0.014874140141152951,1.828,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.55,0.82,0.631,3.577
V0496,V0547,3,26,48,0.499,6.01,0.012670041133261327,1.897,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.75,0.9,0.595,3.576
V0091,V0377,4,74,24,0.71,5.631,0.004796844003173818,2.319,CIVIL_MAINTENANCE,1.0,AP-SOUTH,0.528,0.811,0.635,3.576
V0123,V0451,3,45,31,0.558,5.376,0.017233295753741433,1.764,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.36,0.744,0.665,3.576
V0256,V0485,4,40,42,0.672,5.952,0.00405917387142471,2.392,ELECTRICAL_EQUIPMENT,0.812,KA-CENTRAL,1.0,0.888,0.601,3.575
V0141,V0307,3,28,50,0.56,5.357,0.01735146808796902,1.761,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.348,0.739,0.667,3.575
V0407,V0513,5,40,55,0.88,5.682,0.0015690132823426332,2.804,IT_SERVICES,1.0,KA-CENTRAL,0.562,0.825,0.629,3.573
V0053,V0458,4,44,35,0.616,6.494,0.0029384610307559376,2.532,CIVIL_MAINTENANCE,1.0,KA-NORTH,1.0,1.0,0.55,3.572
V0042,V0421,5,49,46,0.902,5.546,0.0017597691286926637,2.755,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.477,0.791,0.644,3.572
V0052,V0269,4,46,39,0.718,5.574,0.005155057287496523,2.288,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.5,0.8,0.64,3.567
V0019,V0483,3,23,55,0.506,5.929,0.013068552349732825,1.884,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.714,0.886,0.601,3.566
V0224,V0387,3,42,35,0.588,5.102,0.0198715363307631,1.702,ROAD_CONSTRUCTION,0.652,KA-NORTH,0.696,0.67,0.699,3.565
V0293,V0512,3,41,34,0.558,5.38,0.017225514540845987,1.764,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.375,0.75,0.662,3.564
V0230,V0472,3,41,37,0.607,4.944,0.021621460511065622,1.665,CIVIL_MAINTENANCE,0.684,KA-NORTH,0.526,0.621,0.721,3.562
V0172,V0489,3,48,27,0.518,5.787,0.014063971736902032,1.852,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.636,0.855,0.615,3.562
V0072,V0386,3,58,22,0.51,5.878,0.013344418817423582,1.875,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.69,0.876,0.606,3.561
V0169,V0332,4,35,51,0.714,5.602,0.005045893179736816,2.297,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.525,0.81,0.636,3.56
V0072,V0114,4,58,31,0.719,5.562,0.005145203712845588,2.289,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.5,0.8,0.64,3.56
V0281,V0309,5,40,56,0.896,5.58,0.001702724011449001,2.769,FURNITURE,1.0,KA-SOUTH,0.514,0.805,0.638,3.558
V0276,V0301,3,41,36,0.59,5.081,0.020093935680455626,1.697,FURNITURE,0.667,KA-BENGALURU,0.667,0.667,0.7,3.557
V0127,V0309,5,43,56,0.963,5.191,0.002366645197091716,2.626,FURNITURE,0.864,KA-SOUTH,0.455,0.7,0.685,3.556
V0319,V0413,3,34,40,0.544,5.515,0.01611322422480889,1.793,BUILDING_CONSTRUCTION,0.65,KA-NORTH,1.0,0.79,0.644,3.554
V0121,V0422,3,43,27,0.464,6.46,0.01040147898286948,1.983,CIVIL_MAINTENANCE,1.0,KA-NORTH,1.0,1.0,0.55,3.553
V0455,V0488,4,43,36,0.619,6.46,0.002997596411495629,2.523,CIVIL_MAINTENANCE,1.0,KA-SOUTH,1.0,1.0,0.55,3.553
V0123,V0327,5,45,51,0.918,5.447,0.001909012683947298,2.719,FURNITURE,1.0,KA-NORTH,0.433,0.773,0.652,3.551
V0483,V0537,4,55,32,0.704,5.682,0.004772949281912135,2.321,WATER_INFRASTRUCTURE,0.833,KA-CENTRAL,0.833,0.833,0.625,3.551
V0007,V0274,3,39,37,0.577,5.198,0.018915035919514447,1.723,BUILDING_CONSTRUCTION,0.739,KA-CENTRAL,0.652,0.704,0.683,3.55
V0215,V0258,4,51,37,0.755,5.299,0.006176483770884557,2.209,IT_SERVICES,0.556,KA-SOUTH,1.0,0.733,0.67,3.55
V0025,V0184,9,61,63,1.537,5.855,1.4162263047686422e-05,4.849,LAB_EQUIPMENT,1.0,KA-CENTRAL,0.688,0.875,0.606,3.549
V0127,V0219,4,43,45,0.774,5.168,0.0067770685719844796,2.169,FURNITURE,0.862,KA-NORTH,0.448,0.697,0.687,3.548
V0047,V0396,6,55,51,1.122,5.348,0.0007216871452953145,3.142,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.37,0.748,0.663,3.548
V0007,V0280,3,39,36,0.562,5.342,0.017568506336557963,1.755,FURNITURE,0.778,KA-SOUTH,0.704,0.748,0.663,3.544
V0053,V0453,3,44,32,0.563,5.327,0.017680140846419994,1.753,CIVIL_MAINTENANCE,1.0,AP-SOUTH,0.36,0.744,0.665,3.544
V0133,V0381,3,37,41,0.607,4.944,0.021621460511065622,1.665,ROAD_CONSTRUCTION,0.75,KA-BENGALURU,0.45,0.63,0.716,3.542
V0010,V0077,3,96,14,0.538,5.58,0.014679416251590914,1.833,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.529,0.812,0.635,3.542
V0275,V0419,6,46,56,1.03,5.823,0.0004512868298684837,3.346,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.679,0.871,0.608,3.54
V0042,V0415,3,49,29,0.568,5.278,0.018079572923678313,1.743,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.333,0.733,0.67,3.536
V0304,V0455,4,44,43,0.757,5.285,0.00625207086382405,2.204,CIVIL_MAINTENANCE,0.735,KA-SOUTH,0.735,0.735,0.669,3.536
V0255,V0297,3,33,39,0.515,5.828,0.013863618172171608,1.858,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.69,0.876,0.606,3.531
V0187,V0220,3,34,37,0.503,5.962,0.013028291033231297,1.885,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.767,0.907,0.592,3.53
V0383,V0495,3,36,36,0.518,5.787,0.014136470827937207,1.85,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.667,0.867,0.61,3.53
V0064,V0071,4,40,47,0.752,5.319,0.006106507800743099,2.214,ROAD_CONSTRUCTION,0.778,KA-NORTH,0.704,0.748,0.663,3.528
V0071,V0376,3,47,27,0.508,5.91,0.013279885772354137,1.877,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.739,0.896,0.597,3.528
V0297,V0320,3,39,40,0.624,4.808,0.023291959730463888,1.633,WATER_INFRASTRUCTURE,0.593,KA-NORTH,0.593,0.593,0.733,3.526
V0028,V0429,3,45,26,0.468,6.41,0.010611579396297028,1.974,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,1.0,1.0,0.55,3.526
V0007,V0276,3,39,41,0.64,4.69,0.024863681622976714,1.604,FURNITURE,0.68,KA-BENGALURU,0.36,0.552,0.752,3.525
V0066,V0301,4,53,36,0.763,5.241,0.006419712791527519,2.192,FURNITURE,0.68,KA-SOUTH,0.8,0.728,0.672,3.524
V0093,V0123,3,34,45,0.612,4.902,0.022098932079339224,1.656,FURNITURE,0.75,KA-CENTRAL,0.438,0.625,0.719,3.523
V0340,V0342,4,47,39,0.733,5.456,0.0055718584943259325,2.254,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.471,0.788,0.645,3.521
V0062,V0414,3,40,31,0.496,6.048,0.012510686454703036,1.903,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.824,0.929,0.582,3.519
V0187,V0248,4,34,46,0.626,6.394,0.0031085308812513054,2.507,CIVIL_MAINTENANCE,1.0,KA-NORTH,1.0,1.0,0.55,3.517
V0028,V0404,4,45,38,0.684,5.848,0.004327985096681707,2.364,CIVIL_MAINTENANCE,1.0,KA-SOUTH,0.714,0.886,0.601,3.517
V0144,V0549,4,68,23,0.626,6.394,0.003001756431310289,2.523,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,3.517
V0172,V0346,4,48,41,0.787,5.081,0.007195597779411222,2.143,WATER_INFRASTRUCTURE,0.774,KA-SOUTH,0.548,0.684,0.692,3.517
V0346,V0438,4,41,44,0.722,5.543,0.005263277184390577,2.279,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.531,0.812,0.634,3.516
V0044,V0172,3,34,48,0.653,4.596,0.026201850557859716,1.582,WATER_INFRASTRUCTURE,0.611,KA-CENTRAL,0.389,0.522,0.765,3.516
V0275,V0489,3,46,27,0.497,6.039,0.012521747591011498,1.902,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.821,0.929,0.582,3.516
V0016,V0244,5,50,50,1.0,5.0,0.0028068217860653206,2.552,FURNITURE,0.811,KA-SOUTH,0.432,0.659,0.703,3.516
V0259,V0293,3,39,41,0.64,4.69,0.024863681622976714,1.604,ELECTRICAL_EQUIPMENT,0.643,KA-CENTRAL,0.429,0.557,0.749,3.514
V0034,V0208,3,53,25,0.53,5.66,0.014887358806103932,1.827,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.609,0.843,0.62,3.512
V0188,V0537,3,43,32,0.55,5.451,0.016617665604316066,1.779,CIVIL_MAINTENANCE,1.0,KA-NORTH,0.48,0.792,0.644,3.508
V0212,V0517,3,42,28,0.47,6.378,0.010788685871955759,1.967,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,1.0,1.0,0.55,3.508
V0178,V0302,3,49,24,0.47,6.378,0.010724537056796777,1.97,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,1.0,1.0,0.55,3.508
V0132,V0523,4,58,34,0.789,5.071,0.007201331152927315,2.143,FURNITURE,0.743,KA-SOUTH,0.6,0.686,0.691,3.506
V0228,V0230,3,34,41,0.558,5.38,0.017225514540845987,1.764,VEHICLE_SUPPLIES,0.625,KA-NORTH,1.0,0.775,0.651,3.504
V0051,V0484,3,51,26,0.53,5.656,0.014943679843956063,1.826,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.618,0.847,0.619,3.5
V0166,V0276,3,31,41,0.508,5.901,0.013386018675149528,1.873,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.76,0.904,0.593,3.5
V0023,V0080,4,44,39,0.686,5.828,0.004385560611792964,2.358,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.719,0.888,0.601,3.5
V0120,V0478,3,44,30,0.528,5.682,0.014829508041545796,1.829,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.636,0.855,0.615,3.497
V0003,V0317,3,40,35,0.56,5.357,0.01743085524091731,1.759,CIVIL_MAINTENANCE,1.0,TN-NORTH,0.429,0.771,0.653,3.497
V0308,V0336,3,41,35,0.574,5.226,0.018628675991333363,1.73,IT_SERVICES,0.737,KA-CENTRAL,0.737,0.737,0.668,3.493
V0178,V0417,4,49,37,0.725,5.516,0.005348474172429303,2.272,ELECTRICAL_EQUIPMENT,0.815,KA-NORTH,0.815,0.815,0.633,3.493
V0038,V0244,3,25,50,0.5,6.0,0.012704290126295103,1.896,FURNITURE,1.0,KA-SOUTH,0.824,0.929,0.582,3.491
V0051,V0074,3,51,28,0.571,5.252,0.018298924234727756,1.738,ROAD_CONSTRUCTION,1.0,TN-NORTH,0.364,0.745,0.665,3.49
V0383,V0454,3,36,43,0.619,4.845,0.022810636931144476,1.642,ELECTRICAL_EQUIPMENT,0.556,KA-NORTH,0.722,0.622,0.72,3.488
V0043,V0153,4,51,36,0.734,5.447,0.005592045731645069,2.252,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.5,0.8,0.64,3.486
V0038,V0379,3,25,53,0.53,5.66,0.014887358806103932,1.827,FURNITURE,1.0,KA-SOUTH,0.636,0.855,0.615,3.483
V0047,V0512,4,55,34,0.748,5.348,0.005958172513322084,2.225,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.438,0.775,0.651,3.483
V0215,V0417,4,51,37,0.755,5.299,0.006176483770884557,2.209,ELECTRICAL_EQUIPMENT,0.731,KA-SOUTH,0.808,0.762,0.657,3.483
V0061,V0495,3,37,36,0.533,5.631,0.015233267506927108,1.817,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.619,0.848,0.619,3.483
V0304,V0510,3,44,30,0.528,5.682,0.014829508041545796,1.829,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.654,0.862,0.612,3.479
V0363,V0413,4,45,40,0.72,5.556,0.005219809004053145,2.282,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.577,0.831,0.626,3.479
V0396,V0433,4,51,35,0.714,5.602,0.005045893179736816,2.297,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.606,0.842,0.621,3.478
V0054,V0531,3,33,43,0.568,5.285,0.018063243244292065,1.743,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.4,0.76,0.658,3.478
V0023,V0082,3,44,32,0.563,5.327,0.017680140846419994,1.753,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.429,0.771,0.653,3.478
V0040,V0062,3,35,40,0.56,5.357,0.01743085524091731,1.759,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.45,0.78,0.649,3.477
V0263,V0380,3,49,28,0.549,5.466,0.016432533301504466,1.784,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.522,0.809,0.636,3.477
V0263,V0532,3,49,29,0.568,5.278,0.018079572923678313,1.743,VEHICLE_SUPPLIES,1.0,KA-NORTH,0.4,0.76,0.658,3.473
V0396,V0512,4,51,34,0.694,5.767,0.004536847766827411,2.343,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.71,0.884,0.602,3.473
V0023,V0383,4,44,36,0.634,6.313,0.0032637056248242466,2.486,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,1.0,1.0,0.55,3.472
V0212,V0525,4,42,41,0.689,5.807,0.004443648924496712,2.352,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.735,0.894,0.598,3.471
V0123,V0132,5,45,58,1.044,4.789,0.003390463069393418,2.47,FURNITURE,0.657,KA-CENTRAL,0.543,0.611,0.725,3.471
V0152,V0396,3,25,51,0.51,5.882,0.01340974584719388,1.873,IT_SERVICES,1.0,KA-CENTRAL,0.778,0.911,0.59,3.47
V0308,V0494,3,41,29,0.476,6.308,0.01113092051178822,1.953,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,3.469
V0051,V0169,4,51,35,0.714,5.602,0.005045893179736816,2.297,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.615,0.846,0.619,3.469
V0007,V0093,3,39,34,0.53,5.656,0.01504306264861347,1.823,BUILDING_CONSTRUCTION,1.0,TN-NORTH,0.65,0.86,0.613,3.467
V0187,V0458,3,34,35,0.476,6.303,0.01117920998440935,1.952,CIVIL_MAINTENANCE,1.0,KA-NORTH,1.0,1.0,0.55,3.467
V0255,V0531,3,33,43,0.568,5.285,0.018063243244292065,1.743,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.412,0.765,0.656,3.466
V0061,V0403,3,37,34,0.503,5.962,0.013028291033231297,1.885,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.826,0.93,0.581,3.466
V0120,V0340,5,44,47,0.827,6.044,0.0011856801113590079,2.926,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.871,0.948,0.573,3.465
V0368,V0525,4,50,41,0.82,4.878,0.008317605300070365,2.08,ROAD_CONSTRUCTION,0.719,KA-CENTRAL,0.531,0.644,0.71,3.465
V0052,V0404,4,46,38,0.699,5.721,0.0046888581063658065,2.329,CIVIL_MAINTENANCE,1.0,KA-BENGALURU,0.692,0.877,0.605,3.463
V0166,V0248,3,31,46,0.57,5.259,0.018282416052674638,1.738,BUILDING_CONSTRUCTION,0.76,KA-CENTRAL,0.76,0.76,0.658,3.46
V0188,V0274,4,43,37,0.636,6.285,0.0033192366796717474,2.479,BUILDING_CONSTRUCTION,1.0,KA-NORTH,1.0,1.0,0.55,3.457
V0212,V0247,4,42,41,0.689,5.807,0.004443648924496712,2.352,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.75,0.9,0.595,3.455
V0335,V0472,3,38,37,0.562,5.334,0.01763755913568394,1.754,CIVIL_MAINTENANCE,0.64,KA-NORTH,1.0,0.784,0.647,3.452
V0080,V0403,3,39,34,0.53,5.656,0.01504306264861347,1.823,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.667,0.867,0.61,3.45
V0526,V0547,3,28,48,0.538,5.58,0.015542022924160742,1.808,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.621,0.848,0.618,3.45
V0421,V0525,4,46,41,0.754,5.302,0.00617900516388201,2.209,WATER_INFRASTRUCTURE,0.778,KA-SOUTH,0.778,0.778,0.65,3.446
V0016,V0270,3,50,27,0.54,5.556,0.015710513112139453,1.804,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.611,0.844,0.62,3.445
V0043,V0071,5,51,47,0.959,5.215,0.0023241379759363894,2.634,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.386,0.755,0.66,3.444
V0162,V0344,3,35,38,0.532,5.639,0.015169715515609262,1.819,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.667,0.867,0.61,3.44
V0062,V0063,3,40,30,0.48,6.25,0.011425345092657488,1.942,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,1.0,1.0,0.55,3.438
V0011,V0063,3,40,30,0.48,6.25,0.011425345092657488,1.942,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,1.0,1.0,0.55,3.438
V0366,V0426,3,30,40,0.48,6.25,0.011425345092657488,1.942,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,1.0,1.0,0.55,3.438
V0082,V0242,3,32,41,0.525,5.716,0.014604510564147204,1.836,FURNITURE,1.0,KA-SOUTH,0.714,0.886,0.601,3.438
V0071,V0517,3,47,28,0.526,5.699,0.014679826398259826,1.833,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.706,0.882,0.603,3.436
V0172,V0366,3,48,30,0.576,5.208,0.018752758495252837,1.727,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.391,0.757,0.66,3.435
V0038,V0066,3,25,53,0.53,5.66,0.014887358806103932,1.827,FURNITURE,1.0,KA-SOUTH,0.684,0.874,0.607,3.435
V0024,V0340,5,47,47,0.884,5.659,0.0016054946914701076,2.794,CIVIL_MAINTENANCE,1.0,KA-NORTH,0.683,0.873,0.607,3.435
V0047,V0433,4,55,35,0.77,5.195,0.006618365770415449,2.179,ELECTRICAL_EQUIPMENT,0.741,KA-SOUTH,0.778,0.756,0.66,3.429
V0291,V0293,3,38,41,0.623,4.814,0.023211358607770925,1.634,IT_SERVICES,0.64,KA-NORTH,0.64,0.64,0.712,3.428
V0059,V0242,3,32,41,0.525,5.716,0.014604510564147204,1.836,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.724,0.89,0.6,3.428
V0512,V0533,3,34,37,0.503,5.962,0.013028291033231297,1.885,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.864,0.945,0.575,3.425
V0133,V0220,3,37,37,0.548,5.478,0.016410370608149195,1.785,ROAD_CONSTRUCTION,0.722,KA-NORTH,1.0,0.833,0.625,3.424
V0027,V0293,3,32,41,0.525,5.716,0.014604510564147204,1.836,ELECTRICAL_EQUIPMENT,1.0,AP-SOUTH,0.727,0.891,0.599,3.424
V0269,V0275,4,39,46,0.718,5.574,0.005155057287496523,2.288,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.647,0.859,0.614,3.42
V0028,V0391,3,45,29,0.522,5.747,0.014363624289232577,1.843,CIVIL_MAINTENANCE,1.0,KA-NORTH,0.75,0.9,0.595,3.419
V0162,V0259,3,35,39,0.546,5.495,0.016277928101822443,1.788,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.6,0.84,0.622,3.418
V0309,V0310,4,56,35,0.784,5.102,0.007057092593538135,2.151,BUILDING_CONSTRUCTION,0.867,KA-NORTH,0.533,0.733,0.67,3.418
V0024,V0530,3,47,29,0.545,5.503,0.016160619955509836,1.792,CIVIL_MAINTENANCE,1.0,KA-SOUTH,0.607,0.843,0.621,3.416
